COD_PROVINCIA_MAT;CLAVE_TRAMITE;CODIGO_POSTAL;FECHA_PRIM_MAT;IND_USADO;PERSONA;SERVICIO;MUNICIPIO;KW;RENTING;IND_ROBO;FABRICANTE;DISTANCIA_EJES
LO;1;26140;;N;D;B00;LARDERO;96.00;N;;NISSANINTERNATIONAL,S.A.;2646
MU;1;30100;;N;D;B00;MURCIA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
M;1;28914;;N;D;B00;LEGANES;103.00;N;;VOLKSWAGENAG;2920
MU;1;30820;;N;X;B00;ALCANTARILLA;184.00;N;;CHRYSLERGROUPLLC;2915
CA;1;11500;;N;D;B00;ELPUERTOSTAMARIA;140.00;N;;DAIMLERAG;3200
C;1;15100;;N;D;B00;CARBALLO;94.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
GC;1;35100;;N;X;B00;SBARTOLOMETIRAJANA;317.00;N;;BMWMGMBHGESELLSCHAFTFURINDIVIDUELLEAUTOMOBILE;2812
M;1;28014;;N;D;B00;MADRID;8.10;N;;ND;1310
IB;1;07559;;N;X;A01;SONSERVERA;55.00;N;;VOLKSWAGENAG;2456
GC;1;35011;;N;X;B00;LASPALMASGC;63.00;N;;AUDIA.G.;2459
CO;1;14006;;N;X;B00;CORDOBA;55.00;N;;AUTOMOBILEDACIASA;2810
MA;1;29230;;N;D;B00;VILLANUEVADELACONCEPC;70.00;N;;RENAULTS.A.S.;2641
MA;1;29679;;N;D;B00;BENAHAVIS;66.00;N;;VOLKSWAGENAG;2456
MA;1;29018;;N;D;B00;MALAGA;81.00;N;;VOLKSWAGENAG;2605
T;1;43007;;N;D;B00;TARRAGONA;66.00;N;;ND;2456
M;1;28220;;N;D;B00;MAJADAHONDA;110.00;N;;AUDIA.G.;2816
B;1;08006;;N;X;B00;BARCELONA;130.00;N;;AUDIA.G.;2817
L;1;22520;;N;D;B00;FRAGA;96.00;N;;NISSANINTERNATIONAL,S.A.;2646
IB;1;07141;;N;D;B00;MARRATXI;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;1329
IB;1;07650;;N;D;B00;SANTANYI;48.50;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2385
M;1;18400;;N;D;B00;ORGIVA;94.00;N;;AUTOMOBILESCITROEN;3000
CR;1;13700;;N;D;B00;TOMELLOSO;88.00;N;;AUTOMOBILESPEUGEOT;2613
M;1;28915;;N;D;B00;LEGANES;97.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
AL;1;04230;;N;D;B00;HUERCALDEALMERIA;53.00;N;;SUZUKIMOTORCORPORATIONLTD;1445
B;1;08340;;N;D;B00;VILASSARDEMAR;58.00;N;;HARLEYDAVIDSONMOTORCOMPANY;1715
B;1;08923;;N;D;B00;SCOLOMAGRAMENET;66.00;N;;AUTOMOBILEDACIASA;2589
M;1;28700;;N;D;B00;SANSEBASTIANREYES;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
CA;1;11100;;N;D;B00;SANFERNANDO;81.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
M;1;28100;;N;X;B00;ALCOBENDAS;130.00;S;;AUDIA.G.;2816
B;1;08150;;N;D;B00;PARETSDELVALLES;66.00;N;;RENAULTS.A.S.;2606
L;1;25003;;N;D;B00;LLEIDA;55.00;N;;ADAMOPELAG;2510
B;1;08917;;N;D;B00;BADALONA;66.00;N;;AUTOMOBILEDACIASA;2589
PO;1;36211;;N;D;B00;VIGO;68.00;N;;AUTOMOBILESPEUGEOT;2537
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;ND;2589
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;RENAULTS.A.S.;2697
CC;1;10200;;N;D;B00;TRUJILLO;77.00;N;;VOLKSWAGENAG;2675
PO;1;36209;;N;D;B00;VIGO;103.00;N;;VOLKSWAGENAG;2681
MA;1;29740;;N;D;B00;VELEZMALAGA;68.00;N;;AUTOMOBILESPEUGEOT;2538
V;1;46190;;N;D;B00;RIBAROJADETURIA;55.00;N;;BAYERISCHEMOTORENWERKEAG;1590
M;1;28034;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
H;1;21400;;N;D;B00;AYAMONTE;81.00;N;;VOLKSWAGENAG;2670
ZA;1;49860;;N;D;B00;VILLALONSO;66.00;N;;AUDIA.G.;2457
M;1;28941;;N;X;B00;FUENLABRADA;92.00;N;;VOLKSWAGENAG;2575
CE;5;51001;05011999;U;D;B00;CEUTA;0.00;N;;ND;0
M;1;28904;;N;X;B00;GETAFE;110.00;N;;RENAULTS.A.S.;2756
SA;1;37160;;N;D;B00;VILLARINO;103.00;N;;ADAMOPELAG;2737
B;1;08290;;N;D;B00;CERDANYOLAVALLES;81.00;N;;VOLKSWAGENAG;2605
M;1;45880;;N;D;B00;CORRALDEALMAGUER;81.00;N;;VOLKSWAGENAG;2605
GI;1;17300;;N;X;B00;BLANES;66.00;N;;AUDIA.G.;2457
MU;1;30203;;N;D;B00;CARTAGENA;81.00;N;;AUDIA.G.;2620
B;1;08440;;N;D;B00;CARDEDEU;81.00;N;;VOLKSWAGENAG;2605
AB;1;02006;;N;D;B00;ALBACETE;51.00;N;;SEAT,S.A.;2469
A;1;03013;28072008;U;D;B00;ALICANTE;96.00;N;;RENAULTS.A.S.;2756
CA;1;11401;;N;D;B00;JEREZDELAFTRA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
O;1;33138;;N;D;B00;MUROSDENALON;66.00;N;;RENAULTS.A.S.;2606
AL;1;04638;04072007;U;D;B00;MOJACAR;140.00;N;;DAIMLERCHRYSLERAG;2915
MA;1;29679;;N;D;B00;BENAHAVIS;62.50;N;;KIAMOTORSCORPORATION;2570
S;1;39608;;N;D;B00;CAMARGO;77.00;N;;VOLKSWAGENAG;2620
J;1;23537;;N;D;B00;BEDMARYGARCIEZ;70.00;N;;AUTOMOBILESCITROEN;2540
TO;1;28042;;N;D;B00;MADRID;68.00;N;;AUTOMOBILESCITROEN;2608
C;1;36206;;N;D;B00;VIGO;80.00;N;;DAIMLERAG;2699
M;1;43480;;N;D;B00;VILASECA;66.00;N;;VOLKSWAGENAG;2456
C;1;15900;;N;D;B00;PADRON;55.00;N;;VOLKSWAGENAG;2456
CE;1;51001;;N;D;B00;CEUTA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
O;1;33010;;N;D;B00;OVIEDO;110.00;N;;JAGUARLANDROVERLIMITED;2660
B;1;08192;;N;D;B00;SQUIRZEDELVALLES;100.00;N;;DAIMLERAG;2699
IB;1;07320;;N;D;B00;SANTAMARIADELCAMI;77.00;N;;VOLKSWAGENAG;2675
MU;1;30100;;N;X;B00;MURCIA;81.00;N;;VOLKSWAGENAG;2605
CO;1;14005;05102009;U;D;B00;CORDOBA;103.00;N;;CHRYSLERGROUPLLC;2635
IB;1;07460;;N;D;B00;POLLENCA;55.00;N;;VOLKSWAGENAG;2456
GC;1;35009;;N;D;B00;LASPALMASGC;77.00;N;;VOLKSWAGENAG;2524
A;1;46700;;N;D;B00;GANDIA;66.00;N;;AUDIA.G.;2457
B;1;08980;;N;D;B00;SFELIUDELLOB;96.00;N;;NISSANINTERNATIONAL,S.A.;2646
TO;1;45500;;N;D;B00;TORRIJOS;66.00;N;;SEAT,S.A.;2469
IB;1;07315;;N;X;A01;ESCORCA;81.00;N;;VOLKSWAGENAG;2605
B;1;08173;;N;D;B00;SCUGATDELVALLES;110.00;N;;VOLKSWAGENAG;2620
AV;1;05004;;N;D;B00;AVILA;88.00;N;;MAZDAMOTORCORPORATION;2700
M;1;28213;;N;X;B00;COLMENARDELARROYO;77.00;S;;SEAT,S.A.;2469
GC;1;35001;;N;D;B00;LASPALMASGC;90.00;N;;VOLKSWAGENAG;2620
TO;1;18210;;N;X;B00;PELIGROS;68.00;N;;AUTOMOBILESCITROEN;2452
M;1;28821;;N;X;B00;COSLADA;66.00;N;;AUTOMOBILEDACIASA;2634
A;1;03188;;N;D;B00;TORREVIEJA;70.00;N;;KAWASAKIHEAVYINDUSTRIESLTD;1445
IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
B;1;08280;;N;X;B00;CALAF;68.00;N;;AUTOMOBILESCITROEN;2728
MU;1;30600;;N;D;B00;ARCHENA;85.00;N;;MITSUBISHIMOTORSCORPORATION;2670
GI;1;17600;;N;D;B00;FIGUERES;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08195;;N;D;B00;SCUGATDELVALLES;110.00;N;;VOLKSWAGENAG;2620
C;1;15002;;N;D;B00;ACORUÑA;100.00;N;;DAIMLERAG;2699
H;1;41500;;N;D;B00;ALCALADEGUADAIRA;66.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
GU;1;19005;;N;D;B00;GUADALAJARA;80.00;N;;DAIMLERAG;2699
B;1;08320;;N;D;B00;ELMASNOU;77.00;N;;VOLKSWAGENAG;2620
M;1;09007;08072011;U;D;B00;BURGOS;180.00;N;;ND;2922
CO;1;14400;;N;D;B00;POZOBLANCO;85.00;N;;MITSUBISHIMOTORR&DEUROPE;2670
M;1;28950;;N;D;B00;MORALEJADEENMEDIO;77.00;N;;SEAT,S.A.;2469
GC;1;35630;;N;D;B00;ANTIGUA;51.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2340
IB;1;07570;22122010;U;D;B00;ARTA;125.00;N;;CHRYSLERGROUPLLC;2635
B;1;08240;;N;D;B00;MANRESA;96.00;N;;ADAMOPELAG;2555
V;1;30500;;N;D;B00;MOLINADESEGURA;70.00;N;;FIATGROUPAUTOMOBILESS.P.A.;2612
CR;1;13170;;N;D;B00;MIGUELTURRA;110.00;N;;VOLKSWAGENAG;2786
M;1;28660;;N;D;B00;BOADILLADELMONTE;68.00;N;;AUTOMOBILESCITROEN;2608
BA;1;10005;;N;X;B00;CACERES;66.00;N;;DAIMLERAG;2697
MU;1;30833;;N;D;B00;MURCIA;81.00;N;;ADAMOPELAG;2644
B;1;08520;;N;D;B00;LESFRANQUESESVALLE;110.00;N;;AUDIA.G.;2585
PO;1;36209;;N;D;B00;VIGO;100.00;N;;ADAMOPELAG;2685
O;1;33011;;N;D;B00;OVIEDO;130.00;N;;DAIMLERAG;2699
PO;1;36600;;N;X;B00;VILAGARCIADEAROUSA;120.00;N;;AUTOMOBILESCITROEN;2815
M;1;28760;;N;D;B00;TRESCANTOS;110.00;N;;VOLKSWAGENAG;2456
B;1;08760;;N;X;B00;MARTORELL;130.00;N;;SEAT,S.A.;2920
B;1;17141;;N;D;B00;BELLCAIREDEMPORDA;70.00;N;;TRIUMPHMOTORCYCLESLIMITED;1530
VA;1;47195;;N;D;B00;ARROYO;77.00;N;;VOLKSWAGENAG;2620
TO;1;09002;;N;D;B00;BURGOS;88.00;N;;AUTOMOBILESCITROEN;2727
M;1;28017;;N;D;B00;MADRID;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08026;;N;D;B00;BARCELONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1325
MA;1;29180;;N;X;B00;RIOGORDO;230.00;N;;AUDIA.G.;2818
SE;1;41020;;N;D;B00;SEVILLA;81.00;N;;VOLKSWAGENAG;2670
BA;1;06006;;N;D;B00;BADAJOZ;3.00;N;;KWANGYANGMOTORCOLTD;1120
TO;1;28024;;N;D;B00;MADRID;84.00;N;;AUTOMOBILESCITROEN;2608
CA;1;11001;;N;D;B00;CADIZ;80.00;N;;DAIMLERAG;2699
IB;1;07817;;N;D;B00;SANJOSE;120.00;N;;DAIMLERAG;3200
MU;1;30130;;N;D;B00;BENIEL;66.00;N;;RENAULTS.A.S.;2589
CS;1;12004;;N;D;B00;CASTELLOPLANA;99.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2650
TO;1;45600;;N;D;B00;TALAVERADELAREINA;2.43;N;;ND;0
M;1;28005;;N;D;B00;MADRID;100.00;N;;DAIMLERAG;2699
M;1;09006;;N;D;B00;BURGOS;125.00;N;;DAIMLERAG;2840
SS;1;20269;;N;D;B00;ABALCISQUETA;85.00;N;;HYUNDAIMOTORCOMPANY;2640
C;1;15807;;N;D;A00;VILASANTAR;0.00;N;;LECITRAILERSA;6510
CS;1;12530;;N;D;B00;BURRIANA;63.00;N;;AUDIA.G.;2457
MU;1;30550;;N;D;B00;ABARAN;125.00;N;;DAIMLERAG;2840
B;1;17707;;N;D;B00;AGULLANA;125.00;N;;DAIMLERAG;2699
M;1;28027;;N;X;B00;MADRID;80.00;N;;AUTOMOBILEDACIASA;2673
H;1;21840;;N;X;A00;NIEBLA;0.00;N;;ND;1310
C;1;15142;;N;X;B00;ARTEIXO;51.00;N;;SKODAAUTOA.S.;2451
BI;1;48012;;N;X;B00;BILBAO;66.00;N;;SEAT,S.A.;2469
TO;1;28609;;N;D;B00;SEVILLALANUEVA;50.00;N;;AUTOMOBILESCITROEN;2452
V;1;12600;;N;D;B00;VALLDEUXO;55.00;N;;AUTOMOBILEDACIASA;2589
M;1;28922;;N;D;B00;ALCORCON;110.00;N;;VOLKSWAGENAG;2670
M;1;28024;;N;D;B00;MADRID;80.00;N;;DAIMLERAG;2699
LO;1;26350;;N;D;B00;CENICERO;66.00;N;;AUTOMOBILEDACIASA;2634
B;1;08231;;N;D;B00;ULLASTRELL;66.00;N;;VOLKSWAGENAG;2456
CO;1;14100;;N;D;B00;LACARLOTA;9.10;N;;ND;1465
ZA;1;49009;;N;X;B00;ZAMORA;135.00;N;;BAYERISCHEMOTORENWERKEAG;2920
V;1;46960;;N;X;B00;ALDAIA;66.00;N;;RENAULTS.A.S.;2697
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;127.00;N;;RENAULTS.A.S.;2693
HU;1;50001;;N;X;B00;ZARAGOZA;130.00;N;;AUDIA.G.;2816
TF;1;38208;;N;D;B00;LALAGUNA;92.00;N;;SEAT,S.A.;2618
MA;1;29631;;N;D;B00;BENALMADENA;10.00;N;S;BETAMOTORSPA;1490
M;1;28017;;N;D;B00;MADRID;68.00;N;;AUTOMOBILESCITROEN;2608
VA;1;24003;;N;D;B00;LEON;81.00;N;;ADAMOPELAG;2685
L;1;22500;;N;D;B00;BINEFAR;8.00;N;;YAMAHAMOTORTAIWANCOLTD;1405
AL;1;04770;;N;X;A00;ADRA;0.00;N;;SCHMITZCARGOBULLAG;1310
V;1;46600;;N;D;B00;ALZIRA;55.00;N;;VOLKSWAGENAG;2456
M;1;28021;;N;X;A00;MADRID;302.00;N;;SCANIACVAB;6545
S;1;39740;;N;D;A00;SANTOÑA;340.00;N;;DAFTRUCKSNV;3800
TF;1;38410;;N;D;B00;LOSREALEJOS;132.00;N;;SEAT,S.A.;2469
B;1;08290;;N;D;B00;CERDANYOLAVALLES;66.00;N;;VOLKSWAGENAG;2456
V;1;46110;;N;D;B00;GODELLA;66.00;N;;VOLKSWAGENAG;2456
LE;1;24492;;N;D;B00;CUBILLOSDELSIL;84.00;N;;AUTOMOBILESCITROEN;1612
LE;1;24007;;N;D;B00;LEON;66.00;N;;VOLKSWAGENAG;2456
BI;1;48992;;N;D;B00;GETXO;96.00;N;;NISSANINTERNATIONAL,S.A.;2705
HU;1;22300;;N;D;B00;BARBASTRO;96.00;N;;ADAMOPELAG;2555
A;1;03550;;N;D;B00;SANTJOANDALACANT;77.00;N;;SEAT,S.A.;2589
MU;1;30800;;N;D;B00;LORCA;81.00;N;;VOLKSWAGENAG;2605
M;1;28007;;N;D;B00;MADRID;125.00;N;;DAIMLERAG;2840
V;1;46950;;N;X;B00;XIRIVELLA;92.00;N;;RENAULTS.A.S.;3682
MA;1;29730;;N;D;B00;RINCONDEVICTORIA;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
B;1;08393;;N;X;B00;CALDESDESTRAC;125.00;N;;DAIMLERAG;2840
IB;1;07500;;N;D;B00;MANACOR;77.00;N;;SEAT,S.A.;2618
O;1;33013;;N;D;B00;OVIEDO;110.00;N;;AUDIA.G.;2620
TF;1;38430;06112013;U;X;B00;ICOD;280.00;N;;BAYERISCHEMOTORENWERKEAG;2933
CA;1;11405;;N;D;B00;JEREZDELAFTRA;55.00;N;;VOLKSWAGENAG;2456
NA;1;31510;;N;D;B00;FUSTIÑANA;81.00;N;;VOLKSWAGENAG;2605
B;1;08041;;N;D;B00;BARCELONA;81.00;N;;VOLKSWAGENAG;2670
B;1;08017;;N;D;B00;BARCELONA;81.00;N;;BAYERISCHEMOTORENWERKEAG;1490
M;1;28100;;N;D;A04;ALCOBENDAS;60.50;N;;AUTOMOBILEDACIASA;2810
A;1;03004;;N;D;B00;ALICANTE;74.00;N;;ADAMOPELAG;2511
B;1;08397;;N;D;B00;PINEDADEMAR;81.00;N;;VOLKSWAGENAG;2605
B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;55.00;S;;AUTOMOBILESPEUGEOT;2728
V;1;46920;;N;D;B00;MISLATA;60.00;N;;FORDWERKEGMBH;2489
B;1;08170;;N;X;B00;MONTORNESDELVALLES;265.00;N;;DAIMLERAG;2699
C;1;36350;;N;D;B00;NIGRAN;125.00;N;;DAIMLERAG;2760
H;1;21700;;N;D;B00;LAPALMADELCONDADO;66.00;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2650
BA;1;06413;;N;D;B00;MENGABRIL;70.00;N;;RENAULTS.A.S.;2641
O;1;33010;;N;X;B00;OVIEDO;66.00;N;;BAYERISCHEMOTORENWERKEAG;2595
GC;1;35100;;N;D;B00;SBARTOLOMETIRAJANA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
M;1;28045;;N;D;B00;MADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
B;1;08320;;N;D;B00;ELMASNOU;10.55;N;;MBKINDUSTRIE;1525
B;1;08013;;N;D;B00;BARCELONA;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
M;1;28003;;N;X;B00;MADRID;125.00;N;;DAIMLERAG;2840
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;105.00;S;;BAYERISCHEMOTORENWERKEAG;2810
TF;1;38650;;N;X;B00;ARONA;55.00;N;;AUTOMOBILESCITROEN;2728
B;1;08906;;N;D;A00;LHOSPITALETDELLOB;96.00;N;;FIATGROUPAUTOMOBILESS.P.A.;4035
J;1;23006;;N;D;B00;JAEN;81.00;N;;AUDIA.G.;2620
MU;1;30850;;N;D;B00;TOTANA;66.00;N;;RENAULTS.A.S.;2606
B;1;08740;;N;X;A02;SANDREUDEBARCA;130.00;N;;AUTOMOBILESPEUGEOT;2450
B;1;08256;;N;X;B00;AGUILARDESEGARRA;190.00;S;;JAGUARLANDROVERLIMITED;2923
IB;1;07315;;N;X;A01;ESCORCA;66.20;N;;HYUNDAIMOTORMANUFACTURINGCZECHS.R.O;2615
M;1;28016;12052004;U;D;B00;MADRID;100.00;N;;BAYERISCHEMOTORENWERKEAG;2725
BA;1;06006;;N;X;B00;BADAJOZ;110.00;N;;JAGUARLANDROVERLIMITED;2660
B;1;08572;;N;D;B00;SPEREDETORELLO;66.00;N;;RENAULTS.A.S.;2589
B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
IB;1;07580;;N;D;B00;CAPDEPERA;2.55;N;;ZHEJIANGQIANJIANGMOTORCYCLECOLTD;1290
B;1;08021;;N;X;B00;BARCELONA;0.00;N;;ND;6140
MU;1;30002;;N;D;A03;MURCIA;85.00;N;;KIAMOTORSSLOVAKIAS.R.O.;2640
O;1;33011;;N;D;B00;OVIEDO;103.00;N;;FORDWERKEGMBH;2690
AL;1;04890;;N;D;B00;SERON;103.00;N;;VOLKSWAGENAG;2605
SS;1;20700;;N;D;B00;URRETXU;0.00;N;;ND;858
CO;1;14006;;N;D;B00;CORDOBA;100.00;N;;DAIMLERAG;2699
B;1;08720;;N;X;A00;VILAFRANCAPENEDES;213.00;N;;OTOKAROTOMOTIVVESEVUNMASANAYIAS;5000
CA;1;29680;;N;D;B00;ESTEPONA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
GC;1;35200;;N;D;B00;TELDE;70.00;N;;AUTOMOBILESCITROEN;2608
ML;1;52006;;N;D;B00;MELILLA;120.00;N;;GMKOREACOMPANY;2707
M;1;28912;;N;D;B00;LEGANES;70.00;N;;RENAULTS.A.S.;2641
M;1;28021;;N;D;B00;MADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2700
B;1;28864;;N;X;B00;AJALVIR;66.00;S;;SEAT,S.A.;2469
SE;1;41704;;N;X;B00;DOSHERMANAS;140.00;N;;AUDIA.G.;2921
B;1;08181;;N;D;B00;SENTMENAT;44.00;N;;VOLKSWAGENAG;2456
IB;1;07300;;N;D;B00;INCA;55.00;N;;AUTOMOBILEDACIASA;2589
M;1;28108;;N;X;B00;ALCOBENDAS;77.00;S;;VOLKSWAGENAG;2620
GC;1;35017;;N;D;B00;LASPALMASGC;92.00;N;;BAYERISCHEMOTORENWERKEAG;1490
GC;1;35005;;N;D;B00;LASPALMASGC;110.00;N;;AUDIA.G.;2601
O;1;24009;;N;D;B00;LEON;81.00;N;;NISSANINTERNATIONAL,S.A.;2646
B;1;08390;;N;D;B00;MONTGAT;68.00;N;;ND;2595
IB;1;07710;;N;D;B00;SANTLLUIS;35.00;N;;THAIHONDAMANUFACTURINGCOLTD;1410
B;1;08915;;N;D;B00;BADALONA;100.00;N;;DAIMLERAG;2699
M;1;08908;;N;X;B00;HOSPITALETDELLOBREGAT;81.00;;;NISSANINTERNATIONAL,S.A.;2700
M;1;28529;;N;D;B00;RIVASVACIAMADRID;91.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2660
J;1;20400;;N;X;B00;IBARRA;180.00;N;;AUDIA.G.;3013
IB;1;07315;;N;X;A01;ESCORCA;55.00;N;;VOLKSWAGENAG;2456
M;1;28904;;N;D;B00;GETAFE;77.00;N;;SEAT,S.A.;2578
V;1;46014;;N;D;B00;VALENCIA;63.00;N;;SEAT,S.A.;2469
CA;1;11550;;N;D;B00;CHIPIONA;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
M;1;28915;;N;D;B00;LEGANES;11.00;N;;ND;1553
V;1;46240;;N;D;B00;CARLET;66.00;N;;RENAULTS.A.S.;2606
SG;1;47014;;N;D;B00;VALLADOLID;77.00;N;;VOLKSWAGENAG;2620
TO;1;28002;;N;D;B00;MADRID;84.00;N;;AUTOMOBILESCITROEN;2608
M;1;28021;;N;D;B00;MADRID;96.00;N;;AUTOMOBILESCITROEN;2608
LO;1;26125;;N;D;B00;VILLOSLADACAMEROS;66.00;N;;AUDIA.G.;2459
LE;1;24008;;N;D;B00;LEON;66.00;N;;VOLKSWAGENAG;2456
CU;1;16004;;N;X;B00;CUENCA;95.00;N;;DAIMLERAG;3665
SE;1;41100;;N;X;B00;CORIADELRIO;120.00;N;;RENAULTTRUCKSESPAÑASL;4332
SS;1;20200;;N;D;B00;BEASAIN;85.00;N;;FORDMOTORCOMPANY;2648
V;1;46018;;N;D;B00;VALENCIA;100.00;N;;DAIMLERAG;2699
IB;1;07009;;N;X;B00;PALMAMALLORCA;60.00;N;;VOLKSWAGENAG;2417
GC;1;35007;;N;D;B00;LASPALMASGC;59.00;N;;MITSUBISHIMOTORSCORPORATION;2450
M;1;28700;;N;D;B00;SANSEBASTIANREYES;133.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2800
SA;1;37439;03072007;U;D;B00;SANCRISTOBALCUESTA;173.00;N;;BAYERISCHEMOTORENWERKEAG;2933
B;1;08912;;N;D;B00;BADALONA;23.18;N;;ND;1565
B;1;08830;;N;D;B00;SBOIDELLOB;143.00;N;;ND;1430
B;1;08017;;N;D;B00;BARCELONA;2.30;N;;PEUGEOTMOTOCYCLESSA;1330
SE;1;41006;;N;X;B00;SEVILLA;66.00;N;;AUDIA.G.;2457
B;1;08017;;N;D;B00;BARCELONA;7.50;N;;CHONGQINGJIANSHEYAMAHAMOTORLTD;1290
M;1;15160;;N;X;B00;SADA;81.00;N;;AUTOMOBILESCITROEN;3000
SE;1;41300;;N;D;B00;LARINCONADA;44.00;N;;VOLKSWAGENAG;2456
M;1;45001;;N;D;B00;TOLEDO;75.00;N;;VOLKSWAGENAG;2681
LO;1;26148;;N;D;B00;OCON;110.00;N;;AUDIA.G.;2817
CA;1;11510;;N;D;B00;PUERTOREAL;68.00;N;;AUTOMOBILESPEUGEOT;2728
CS;1;12400;;N;X;B00;SEGORBE;73.00;N;;AUTOMOBILESCITROEN;2595
M;1;28100;;N;D;B00;ALCOBENDAS;68.00;N;;AUTOMOBILESCITROEN;2728
NA;1;31300;;N;D;B00;TAFALLA;68.00;N;;AUTOMOBILESCITROEN;2728
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;SEAT,S.A.;2578
M;1;28933;;N;X;B00;MOSTOLES;64.00;N;;HYUNDAIASSANOTOMOTIVSANAYIVETICARETA.S.;2385
AL;1;04720;;N;X;B00;ROQUETASDEMAR;85.00;N;;BAYERISCHEMOTORENWERKEAG;2567
CC;1;10600;;N;D;B00;PLASENCIA;85.00;N;;AUTOMOBILESCITROEN;2785
Z;1;50013;;N;D;B00;ZARAGOZA;81.00;N;;AUDIA.G.;2620
CA;1;11401;;N;D;B00;JEREZDELAFTRA;73.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2600
MA;1;11300;;N;D;B00;LALINEACONCEPCION;81.00;N;;VOLKSWAGENAG;2605
SA;1;46025;;N;D;B00;VALENCIA;55.00;N;;TOYOTAMOTOREUROPEN.V./S.A.;2510
LE;1;24005;;N;D;B00;LEON;77.00;N;;VOLKSWAGENAG;2620
M;1;28035;;N;D;B00;MADRID;35.00;N;;BAYERISCHEMOTORENWERKEAG;1590
BA;1;06800;;N;D;B00;MERIDA;77.00;N;;VOLKSWAGENAG;2620
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;88.00;S;;ADAMOPELAG;2737
GC;1;35110;;N;D;B00;SANTALUCIA;50.00;N;;AUTOMOBILESCITROEN;2452
VA;1;47430;;N;D;B00;PEDRAJASSANESTEBAN;55.00;N;;AUTOMOBILEDACIASA;2810
AB;1;06930;;N;D;B00;BERLANGA;125.00;N;;DAIMLERAG;2840
B;1;08014;;N;X;B00;BARCELONA;100.00;N;;DAIMLERAG;2699
MA;1;29013;;N;D;B00;MALAGA;221.00;N;;VOLKSWAGENAG;2626
B;1;08915;;N;D;B00;BADALONA;54.00;N;;RENAULTS.A.S.;2589
M;1;28294;;N;X;B00;ROBLEDODECHAVELA;77.00;S;;VOLKSWAGENAG;2675
M;1;28918;;N;D;B00;LEGANES;110.00;N;;SKODAAUTOA.S.;2668
M;1;28043;;N;D;B00;MADRID;66.00;N;;VOLKSWAGENAG;2456
PO;1;36002;;N;D;B00;PONTEVEDRA;81.00;N;;VOLKSWAGENAG;2620
A;1;03780;;N;D;B00;PEGO;100.00;N;;DAIMLERAG;2699
M;1;28037;;N;D;B00;MADRID;66.00;N;;AUTOMOBILEDACIASA;2810
S;1;39600;;N;D;B00;CAMARGO;103.00;N;;SEATSA;2605
SE;1;41920;;N;D;B00;SJUANAZNALFARACHE;7.00;N;;CHANGZHOUKWANGYANGMOTORCOLTD;1340
HU;1;22002;;N;D;B00;HUESCA;103.00;N;;VOLKSWAGENAG;2708
CA;1;11201;;N;D;B00;ALGECIRAS;6.50;N;;PEUGEOTMOTOCYCLES,S.A.;1330
AL;1;04007;;N;D;B00;ALMERIA;63.00;N;;SEAT,S.A.;2469
